case_key,case_name_abbreviation,dissent_ind,majority_word_count,dissent_word_count,officialcitation,issuearea,majvotes,minvotes,kldiv_score,d2v_cosdist_score,sbert_cosdist_score,legalbert_cosdist_score,year,voyage3_cosdist,voyagelaw_cosdist,z_kldiv,z_d2v,z_voyage3,composite_div
a1001,Yellin v. United States,1,4274,8230,374 U.S. 109,3,5,4,1.5961785,.1632548,.046317499,.0032529235,1963,.18170869,.10167748,-.044460591,-.86124742,-.95216519,-.61929107
a1003,United States v. Singer Manufacturing Co.,1,7326,635,374 U.S. 174,8,8,1,2.4651964,.29717046,.16926193,.031336784,1963,.34178793,.27874559,.60749835,.15859702,.28317577,.34975705
a1004,School District v. Schempp,1,6943,3802,374 U.S. 203,3,8,1,.94323164,.1468313,.038890362,.0055744052,1963,.23580426,.16196805,-.53431767,-.98632175,-.53470647,-.68511528
a1005,United States v. Philadelphia National Bank,1,17951,7887,374 U.S. 321,8,6,2,1.3315011,.089454196,.03659546,.0042919517,1963,.20753205,.92276424,-.24302819,-1.4232812,-.75288481,-.80639803
a1006,Sherbert v. Verner,1,3940,1816,374 U.S. 398,3,7,2,2.6972497,.20446706,.050373141,.0082505941,1963,.26577246,.14949149,.78159052,-.54739243,-.30344009,-.023080667
a1008,Rosenberg v. Fleuti,1,4622,1678,374 U.S. 449,2,5,4,1.0861139,.18316209,.0606241,.0042680502,1963,.24377292,.18266481,-.42712381,-.70964193,-.47321185,-.53665918
a1009,Gastelum-Quinones v. Kennedy,1,3513,1861,374 U.S. 469,2,5,4,.87715024,.1589625,.03760105,.0068665743,1963,.19368505,.16040462,-.5838936,-.89393568,-.85974288,-.77919072
a101,Nieves v. Bartlett,1,6001,4290,139 S. Ct. 1715,3,8,1,.88345987,.31203389,.0622719,.0081291199,2019,.23265952,.16242349,-.57915998,.27179056,-.55897462,-.28878134
a1012,Tipton v. Socony Mobil Oil Co.,1,884,226,375 U.S. 34,8,8,1,2.9154818,.48141849,.2113061,.027919769,1963,.39977533,.4098084,.94531375,1.5617512,.73066789,1.0792443
a1013,Bartone v. United States,1,609,583,375 U.S. 52,1,6,3,1.5581957,.32566881,.18472169,.022661567,1963,.36414462,.40086609,-.072956257,.37562829,.45570368,.25279191
a1014,Gotthilf v. Sills,1,380,762,375 U.S. 79,9,6,3,1.5143269,.45586559,.18494797,.026367366,1963,.30753708,.26544625,-.10586771,1.3671513,.018859906,.42671448
a1015,Fahy v. Connecticut,1,1934,1024,375 U.S. 85,1,5,4,1.7817545,.27454579,.1229837,.018539429,1963,.29697782,.22445154,.094763137,-.013702798,-.062626533,.0061446023
a1019,Corey v. United States,1,2321,1025,375 U.S. 169,1,8,1,.54412061,.2016014,.057410602,.0098609924,1963,.24843431,.2079972,-.83374077,-.56921607,-.43723968,-.61339885
a1020,"Securities & Exchange Commission v. Capital Gains Research Bureau, Inc.",1,6592,1724,375 U.S. 180,8,7,1,.78334564,.25941586,.044764761,.0071331859,1963,.26627195,.18399304,-.65426815,-.12892583,-.29958555,-.36092651
a1021,Dennis v. Denver & Rio Grande Western Railroad,1,754,604,375 U.S. 208,8,7,2,1.2320646,.3242377,.13884103,.023202121,1963,.41529101,.28659487,-.31762797,.36472958,.85040337,.29916832
a1021,Dennis v. Denver & Rio Grande Western Railroad,2,754,221,375 U.S. 208,8,7,2,2.0347636,.3828336,.2013265,.055416346,1963,.57806498,.44142109,.28457689,.8109709,2.1065397,1.0673625
a1023,Meyer v. United States,1,2000,2545,375 U.S. 233,12,6,3,1.226234,.14135429,.065774739,.0040763021,1963,.14028424,.14921832,-.32200226,-1.0280323,-1.2718401,-.87395823
a1025,Carey v. Westinghouse Electric Corp.,1,3654,902,375 U.S. 261,7,6,2,.77616489,.29466149,.083690897,.014649987,1964,.28446728,.21044022,-.65965533,.1394898,-.15917109,-.22644554
a1026,Hardy v. United States,1,1624,801,375 U.S. 277,2,8,1,.91954219,.35036671,.10621214,.016600013,1964,.29049182,.27658403,-.55209011,.56371695,-.11267937,-.033684175
a1027,"National Equipment Rental, Ltd. v. Szukhent",1,2190,4916,375 U.S. 311,9,5,4,1.9668611,.2458943,.097466797,.013079941,1964,.27185762,.20374513,.23363477,-.2319003,-.2564806,-.084915377
a1027,"National Equipment Rental, Ltd. v. Szukhent",2,2190,388,375 U.S. 311,9,5,4,4.8480997,.4206394,.18016595,.023821414,1964,.38430101,.3283506,2.3952119,1.0988836,.61125165,1.3684491
a1029,Thompson v. Immigration & Naturalization Service,1,1037,927,375 U.S. 384,1,5,4,.59370685,.2673398,.08730185,.018376172,1964,.37223577,.38742346,-.7965399,-.06858056,.51814353,-.11565898
a103,Azar v. Allina Health Servs.,1,5155,5120,139 S. Ct. 1804,9,7,1,1.0785378,.1704112,.03456163,.0037410259,2019,.20284587,.098611832,-.43280759,-.80674732,-.78904831,-.67620111
a1036,Wesberry v. Sanders,1,5170,9495,376 U.S. 1,2,6,3,.51779383,.17252505,.03079677,.0054135323,1964,.25935924,.10164094,-.85349178,-.79064918,-.35293132,-.66569078
a1037,Wright v. Rockefeller,1,1680,2751,376 U.S. 52,2,7,2,1.4071082,.36294261,.15359104,.019233823,1964,.41016901,.24255866,-.1863059,.65948957,.81087655,.42802006
a1037,Wright v. Rockefeller,2,1680,1996,376 U.S. 52,2,7,2,.64782512,.16240954,.047654871,.0063359737,1964,.24011457,.13662058,-.75593907,-.86768448,-.50144356,-.70835572
a1038,Southern Railway Co. v. North Carolina,1,3888,4345,376 U.S. 93,9,7,2,.47309667,.1095074,.0257698,.0034656525,1964,.12088042,.076262474,-.8870247,-1.2705647,-1.4215806,-1.1930566
a1039,Costello v. Immigration & Naturalization Service,1,3946,5347,376 U.S. 120,2,6,2,.17476046,.1288562,.023339029,.002669692,1964,.10762858,.093268156,-1.110844,-1.1232125,-1.5238458,-1.252634
a1040,Greene v. United States,1,4338,1175,376 U.S. 149,3,7,2,.6443761,.24129429,.092852347,.017323852,1964,.27576607,.19899207,-.75852656,-.26693195,-.22631881,-.4172591
a1045,Yiatchos v. Yiatchos,1,2129,468,376 U.S. 306,10,7,2,1.238043,.2066741,.098117702,.019345999,1964,.27180898,.23245323,-.31314287,-.53058457,-.25685593,-.36686113
a1046,Italia Societa per Azioni di Navigazione v. Oregon Stevedoring Co.,1,3205,539,376 U.S. 315,8,6,3,1.4025083,.30638969,.088516504,.011240423,1964,.28540218,.30768478,-.18975687,.22880673,-.15195642,-.03763552
a1048,Banco Nacional de Cuba v. Sabbatino,1,12827,12018,376 U.S. 398,9,8,1,.88121492,.100952,.0216133,.0019181967,1964,.18160546,.00042277575,-.58084416,-1.3357189,-.95296186,-.95650828
a105,Gamble v. United States,1,10253,3383,139 S. Ct. 1960,1,7,2,.83792591,.22756606,.075807102,.0083621144,2019,.17245024,.84573495,-.61332065,-.37148032,-1.0236132,-.66947138
a105,Gamble v. United States,2,10253,8718,139 S. Ct. 1960,1,7,2,.27737546,.1072563,.04257923,.002071619,2019,.13227391,.82570642,-1.0338596,-1.287708,-1.3336563,-1.218408
a1050,Federal Power Commission v. Hunt,1,3920,76,376 U.S. 515,8,7,2,2.3930473,.67053652,.51628268,.086857021,1964,.67947209,.64589345,.5533703,3.0019934,2.8891044,2.1481559
a1051,Rugendorf v. United States,1,2767,1422,376 U.S. 528,1,5,4,1.2127774,.31078166,.1020809,.011354804,1964,.30184245,.21868753,-.33209774,.26225409,-.025085872,-.031643175
a1052,Mrvica v. Esperdy,1,2409,1935,376 U.S. 560,2,6,3,1.0774271,.18501639,.074081503,.011596859,1964,.19983143,.17952061,-.43364087,-.6955204,-.81231099,-.64715743
a1053,Ungar v. Sarafite,1,5244,3104,376 U.S. 575,1,6,3,.93474251,.1988056,.062508173,.0046428442,1964,.33643198,.21626782,-.54068643,-.59050769,.24184357,-.2964502
a1053,Ungar v. Sarafite,2,5244,466,376 U.S. 575,1,6,3,.62465513,.43239871,.2093699,.031449676,1964,.45290995,.35805053,-.77332175,1.1884376,1.1407109,.51860893
a1055,United States v. First National Bank & Trust Co.,1,2126,2236,376 U.S. 665,8,7,2,.46418267,.2096466,.078156002,.015105724,1964,.27408534,.18580049,-.89371222,-.50794733,-.23928912,-.54698288
a1056,United States v. Barnett,1,13967,1618,376 U.S. 681,1,5,4,.75811219,.37419981,.1224348,.014936566,1964,.40561879,.85008717,-.67319894,.74521959,.77576226,.28259429
a1056,United States v. Barnett,2,13967,14288,376 U.S. 681,1,5,4,.35963485,.16049901,.04840016,.0049389601,1964,.12611526,.00098854303,-.97214657,-.88223433,-1.3811829,-1.0785213
a1057,Brotherhood of Railroad Trainmen v. Virginia ex rel. Virginia State Bar,1,2292,1218,377 U.S. 1,3,6,2,3.2259464,.40377659,.075977802,.0099804997,1964,.36775142,.23736775,1.1782321,.97046369,.48353752,.87741113
a1058,Simpson v. Union Oil Co.,1,3699,2406,377 U.S. 13,8,5,3,1.9319593,.2343614,.089505732,.0098519325,1964,.32293665,.15290588,.20745052,-.31972995,.13769934,.0084733022
a1059,Federal Power Commission v. Texaco Inc.,1,3661,84,377 U.S. 33,9,8,1,1.8091613,.42078316,.3082822,.0507465,1964,.43987244,.41790795,.11532442,1.0999786,1.0400997,.75180089
a1060,"National Labor Relations Board v. Fruit & Vegetable Packers & Warehousemen, Local 760",1,5647,4378,377 U.S. 58,7,6,2,.5708921,.134212,.032467499,.0057572126,1964,.12577808,.10333818,-.81365609,-1.0824249,-1.383785,-1.0932887
a1061,United States v. Welden,1,4026,2494,377 U.S. 95,1,7,2,.31113261,.20545536,.0488589,.0053907633,1964,.16162878,.14452696,-1.0085342,-.53986597,-1.107123,-.88517439
a1061,United States v. Welden,2,4026,2638,377 U.S. 95,1,7,2,3.6309285,.65226334,.16548631,.021787524,1964,.44596136,.30802763,1.4820597,2.8628325,1.0870882,1.8106601
a1062,Missouri Pacific Railroad v. Elmore & Stahl,1,3179,2174,377 U.S. 134,8,7,2,2.357125,.21920866,.10236025,.010730982,1964,.27418292,.17301702,.52642053,-.43512672,-.23853613,-.049080774
a1063,Mercer v. Theriot,1,1160,326,377 U.S. 152,8,8,1,2.232429,.43523341,.11594784,.019744396,1964,.42143458,.40735769,.43287045,1.2100254,.89781368,.8469032
a1065,Schneider v. Rusk,1,1587,2753,377 U.S. 163,2,5,3,.23838152,.21261764,.048652049,.0066299438,1964,.22327834,.13677663,-1.0631139,-.48532113,-.63136971,-.7266016
a1066,Parden v. Terminal Railway of Alabama State Docks Department,1,4740,896,377 U.S. 184,8,5,4,1.3797336,.2807298,.042102601,.0070587993,1964,.2547133,.17661649,-.20684302,.033391993,-.38878435,-.18741179
a1067,Massiah v. United States,1,1819,2116,377 U.S. 201,1,6,3,3.0924463,.35284257,.10611176,.034133375,1964,.39820307,.33960509,1.078077,.58257204,.71853477,.79306126
a1069,United States v. Aluminum Co. of America,1,2664,1684,377 U.S. 271,8,6,3,1.218716,.1825106,.079456903,.0093978643,1964,.21259594,.16513914,-.32764241,-.71460348,-.71380645,-.58535075
a1070,"Red Ball Motor Freight, Inc. v. Shannon",1,3069,419,377 U.S. 311,8,5,4,3.475801,.25935039,.25113356,.032269716,1964,.4586376,.30376923,1.3656791,-.12942447,1.1849115,.80705541
a1070,"Red Ball Motor Freight, Inc. v. Shannon",2,3069,141,377 U.S. 311,8,5,4,1.9193381,.31609499,.2485453,.036958516,1964,.39796948,.43902594,.1979818,.30271819,.71673214,.40581071
a1071,Hostetter v. Idlewild Bon Voyage Liquor Corp.,1,3132,2112,377 U.S. 324,10,6,2,1.9914737,.30367431,.059951801,.0091108084,1964,.28264594,.154948,.25209972,.20812757,-.17322648,.095666938
a1072,Department of Revenue v. James B. Beam Distilling Co.,1,1618,1421,377 U.S. 341,10,6,2,1.9022502,.2520808,.065279603,.0082350969,1964,.19853812,.15737188,.18516201,-.18478656,-.82229143,-.273972
a1073,Baggett v. Bullitt,1,6344,1520,377 U.S. 360,3,7,2,.7545383,.2295448,.092431657,.0085122585,1964,.21539605,.1312145,-.67588013,-.35641107,-.69219786,-.5748297
a1074,"Hudson Distributors, Inc. v. Eli Lilly & Co.",1,2963,2208,377 U.S. 386,8,8,1,3.1634622,.31535447,.15322229,.015543044,1964,.38746327,.2778455,1.1313548,.29707864,.63565505,.68802953
a1078,Donovan v. City of Dallas,1,2066,2160,377 U.S. 408,10,6,3,4.4228864,.4348464,.10481733,.0098440647,1964,.35382205,.24526578,2.0762064,1.2070781,.37604377,1.2197762
a1079,General Motors Corp. v. Washington,1,3700,618,377 U.S. 436,8,5,4,1.8136897,.29597819,.1169423,.015179455,1964,.28002656,.30628908,.11872173,.14951719,-.19344044,.02493283
a1079,General Motors Corp. v. Washington,2,3700,3525,377 U.S. 436,8,5,4,.84013975,.27361971,.05546594,.0074204206,1964,.19343543,.18853617,-.61165982,-.020755406,-.86166924,-.49802816
a1080,United States v. Tateo,1,1718,2239,377 U.S. 463,1,6,3,.42296386,.2504673,.066163957,.0082011223,1964,.29582751,.22253889,-.92463559,-.19707428,-.071503542,-.3977378
a1081,Aro Manufacturing Co. v. Convertible Top Replacement Co.,1,12276,5284,377 U.S. 476,8,5,4,.26037264,.13284415,.04825544,.0048325062,1964,.2700842,.88496161,-1.0466156,-1.0928419,-.27016616,-.80320787
a1082,Reynolds v. Sims,1,15714,13405,377 U.S. 533,2,8,1,.39026055,.19301701,.053571459,.0083293319,1964,.20629215,.001114428,-.94917041,-.63459116,-.76245314,-.78207159
a1083,Lucas v. Forty-Fourth General Assembly of Colorado,1,8638,798,377 U.S. 713,2,6,3,.58596128,.29458034,.080059603,.019515216,1964,.22614843,.19009304,-.80235082,.13887179,-.6092211,-.42423338
a1083,Lucas v. Forty-Fourth General Assembly of Colorado,2,8638,6868,377 U.S. 713,2,6,3,.56332296,.2538453,.077061951,.0099377036,1964,.29134858,.17529416,-.81933469,-.17134884,-.10606772,-.36558375
a1088,Malloy v. Hogan,1,4002,7485,378 U.S. 1,1,5,4,.62366199,.17027789,.032681052,.0067715645,1964,.18421459,.13345397,-.77406681,-.8077625,-.932827,-.83821875
a1091,Aguilar v. Texas,1,2344,1832,378 U.S. 108,1,6,3,.28820428,.13314021,.050647601,.005640626,1964,.22989684,.18799168,-1.0257356,-1.0905873,-.58029437,-.89887244
a1092,Griffin v. Maryland,1,1978,151,378 U.S. 130,2,6,3,2.7241094,.31643707,.18023795,.046857595,1964,.37045884,.31623149,.80174136,.30532327,.50443089,.53716516
a1094,States v. Penn-Olin Chemical Co.,1,5499,1733,378 U.S. 158,8,7,2,.60605276,.16266894,.044153199,.0039788485,1964,.22354496,.14584941,-.7872777,-.86570901,-.62931228,-.76076633
a1095,Jacobellis v. Ohio,1,3813,1842,378 U.S. 184,3,6,3,1.8060895,.19779059,.091423869,.012478113,1964,.26902658,.20330095,.11301988,-.59823757,-.27832791,-.2545152
a1096,A Quantity of Copies of Books v. Kansas,1,2481,3401,378 U.S. 205,3,7,2,.56195855,.26376519,.074897297,.011915028,1964,.2147131,.18325472,-.82035828,-.095803261,-.69746822,-.53787661
a1098,Jackson v. Denno,1,10844,5624,378 U.S. 368,1,6,3,1.4189582,.1740026,.042104501,.0063422322,1964,.21002167,.8320238,-.17741573,-.77939671,-.7336722,-.56349486
a11,Heien v. Northcarolina,1,4633,3203,135 S. Ct. 530,1,8,1,.59245998,.25492364,.04950273,.0062383413,2014,.20211035,.1061666,-.79747534,-.16313668,-.7947244,-.58511215
a110,Mitchell v. Wisconsin,1,12064,131,139 S. Ct. 2525,1,5,4,2.4850893,.46139669,.23739403,.042144418,2019,.37045586,.92064857,.62242252,1.4092739,.50440788,.84536809
a1100,Escobedo v. Illinois,1,4601,2271,378 U.S. 478,1,5,4,1.6397531,.26695627,.0533069,.0096431375,1964,.27370304,.23377639,-.011769857,-.07150133,-.24223939,-.10850352
a1101,Aptheker v. Secretary of State,1,5124,2719,378 U.S. 500,3,6,3,1.3815035,.2131822,.058316231,.0069494247,1964,.24069583,.1237784,-.20551519,-.4810217,-.49695793,-.39449829
a1101,Aptheker v. Secretary of State,2,5124,20,378 U.S. 500,3,6,3,4.7528558,.56663465,.56150442,.19956392,1964,.86362952,.89447451,2.3237576,2.2107213,4.3102579,2.9482455
a1106,Brulotte v. Thys Co.,1,1375,1598,379 U.S. 29,8,8,1,1.4412543,.32812357,.1197891,.015946269,1964,.31124139,.23931646,-.16068865,.39432266,.047446281,.093693428
a1107,United States v. Powell,1,3291,444,379 U.S. 48,12,6,3,3.0755558,.4295567,.17304975,.017026126,1964,.36066943,.32603741,1.0654052,1.1667941,.42888543,.88702822
a1109,Beck v. Ohio,1,2565,503,379 U.S. 89,1,6,3,1.2430946,.4094235,.117403,.022367358,1964,.32232189,.30325806,-.30935302,1.0134681,.13295518,.27902344
a1109,Beck v. Ohio,2,2565,1091,379 U.S. 89,1,6,3,2.0064676,.34498394,.1089588,.013847888,1964,.42537796,.30910248,.26334852,.52272403,.92824501,.57143921
a1110,Schlagenhauf v. Holder,1,5110,957,379 U.S. 104,9,8,1,3.5124938,.34276569,.1181207,.018981159,1964,.37932515,.26925421,1.3932071,.50583082,.57285267,.82396352
a1110,Schlagenhauf v. Holder,2,5110,684,379 U.S. 104,9,8,1,2.9714978,.46211827,.18064046,.023404181,1964,.44893897,.36299521,.9873383,1.4147691,1.1100667,1.1707246
a1112,Gillespie v. United States Steel Corp.,1,3056,2709,379 U.S. 148,8,8,1,2.6320295,.30358821,.098175101,.010559797,1964,.45243496,.29130328,.73266071,.20747188,1.1370454,.69239265
a1112,Gillespie v. United States Steel Corp.,2,3056,1241,379 U.S. 148,8,8,1,1.2757851,.32742167,.13389087,.017603576,1964,.35981995,.25962925,-.28482777,.38897726,.4223299,.17549314
a1115,Farmer v. Arabian American Oil Co.,1,2493,132,379 U.S. 227,9,7,2,3.2003884,.41412073,.2649222,.042590439,1964,.43052053,.35240304,1.1590579,1.0492404,.9679305,1.0587429
a1117,Hamm v. City of Rock Hill,1,3228,1311,379 U.S. 306,2,5,4,1.366094,.37319529,.093337797,.0099309683,1964,.29014653,.1984638,-.21707577,.73756963,-.11534399,.13504995
a1117,Hamm v. City of Rock Hill,2,3228,1272,379 U.S. 306,2,5,4,1.3459541,.40545821,.11283505,.0092361569,1964,.35769588,.23047405,-.23218524,.98327023,.40593833,.38567445
a1117,Hamm v. City of Rock Hill,3,3228,300,379 U.S. 306,2,5,4,5.1382098,.36232924,.21094801,.02207005,1964,.39333415,.30786651,2.61286,.65481848,.68096095,1.3162131
a1117,Hamm v. City of Rock Hill,4,3228,360,379 U.S. 306,2,5,4,3.7862737,.52535295,.22529779,.018433511,1964,.484424,.38516384,1.5986036,1.8963374,1.3839067,1.6262826
a1119,"All States Freight, Inc. v. New York, New Haven & Hartford Railroad",1,3721,380,379 U.S. 343,9,5,4,1.474075,.28537834,.14270544,.025402665,1964,.45338029,.35139036,-.13606575,.06879326,1.1443405,.35902268
a1120,California v. Lo-Vaca Gathering Co.,1,1377,2104,379 U.S. 366,8,7,1,.78747827,.2114334,.095342502,.01466465,1965,.45874351,.25245482,-.65116775,-.49433979,1.1857289,.013407121
a1121,United States v. First National City Bank,1,2108,8569,379 U.S. 378,9,7,2,.92139041,.16418153,.0337249,.004191041,1965,.23885673,.14477485,-.55070353,-.85418981,-.51115036,-.63868123
a1122,Whitney National Bank in Jefferson Parish v. Bank of New Orleans & Trust Co.,1,4468,1623,379 U.S. 411,9,7,2,.69034398,.16955745,.043349601,.0042954683,1965,.239941,.14601076,-.72404033,-.81324911,-.502783,-.68002415
a1122,Whitney National Bank in Jefferson Parish v. Bank of New Orleans & Trust Co.,2,4468,196,379 U.S. 411,9,7,2,1.4680265,.39138824,.1652689,.025844395,1965,.41995758,.32860017,-.14060344,.87611932,.88641554,.54064381
a1123,Fortson v. Dorsey,1,2050,565,379 U.S. 433,2,8,1,.47466946,.2199035,.11201376,.013296723,1965,.24760646,.16097522,-.88584477,-.42983511,-.44362825,-.58643603
a1124,Henry v. Mississippi,1,3248,1171,379 U.S. 443,9,6,3,2.8890765,.28286386,.099963397,.014998555,1965,.3212291,.20479798,.92550379,.049644042,.12452205,.36655661
a1124,Henry v. Mississippi,2,3248,2598,379 U.S. 443,9,6,3,1.7585597,.2593964,.04300946,.0073593855,1965,.22475106,.18751258,.07736183,-.12907404,-.62000471,-.22390564
a1125,Turner v. Louisiana,1,2595,304,379 U.S. 466,1,8,1,2.5585475,.40399057,.21050835,.039326429,1965,.43414539,.40682948,.67753267,.97209328,.99590373,.88184321
a1126,Jankovich v. Indiana Toll Road Commission,1,2202,332,379 U.S. 487,9,7,2,5.2750874,.73019809,.22857121,.028999805,1965,.58402908,.47713596,2.7155488,3.4563503,2.152565,2.7748213
a1127,City of El Paso v. Simmons,1,6896,6426,379 U.S. 497,8,8,1,2.1212478,.20619655,.0590817,.007635057,1965,.31875002,.19185448,.34945947,-.53422141,.10539086,-.026457027
a1129,Fortson v. Toombs,1,428,4719,379 U.S. 621,2,7,2,2.0010839,.18126595,.17042345,.025229752,1965,.22042739,.19516343,.2593095,-.72408217,-.65337068,-.37271446
a1130,Republic Steel Corp. v. Maddox,1,2631,3935,379 U.S. 650,7,8,1,1.2913903,.2188374,.068952203,.0077646971,1965,.26526952,.18790847,-.27312034,-.4379541,-.30732137,-.33946526
a1132,Texas v. New Jersey,1,2845,224,379 U.S. 674,11,8,1,1.121531,.29874739,.14413241,.018698215,1965,.35322875,.29029423,-.40055305,.17060626,.37146521,.047172803
a1137,Crider v. Zurich Insurance,1,1243,2437,380 U.S. 39,8,6,3,.7990002,.37662387,.077725999,.013646841,1965,.38557851,.23500609,-.64252371,.76368022,.62111026,.24742226
a1139,United States v. Gainey,1,2561,1021,380 U.S. 63,1,7,2,2.217319,.36571559,.1495759,.0097747445,1965,.36396825,.24870324,.42153454,.68060744,.4543426,.51882821
a1139,United States v. Gainey,2,2561,4736,380 U.S. 63,1,7,2,1.3513465,.2680271,.067037001,.0077699423,1965,.26312673,.17440057,-.22813971,-.063346371,-.32385737,-.20511448
a1140,Carrington v. Rash,1,2882,1153,380 U.S. 89,2,7,1,2.1705956,.372592,.1369375,.01506263,1965,.33839583,.21867383,.38648149,.73297524,.25699875,.4588185
a1141,United States v. Ventresca,1,4276,2198,380 U.S. 102,1,7,2,2.3225219,.17559385,.075885653,.0095963478,1965,.24357975,.19813603,.50046039,-.76727843,-.47470263,-.24717356
a1143,Swain v. Alabama,1,9078,6032,380 U.S. 202,2,6,3,2.6373312,.13176221,.033149838,.0056040287,1965,.1916135,.12141538,.73663819,-1.1010815,-.8757292,-.41339085
a1144,National Labor Relations Board v. Brown,1,4242,1836,380 U.S. 278,7,8,1,.68648666,.22769046,.046991602,.0062922239,1965,.24602121,.21678418,-.72693419,-.37053296,-.45586169,-.51777625
a1146,"O'Keeffe v. Smith, Hinchman & Grylls Associates, Inc.",1,1740,2228,380 U.S. 359,8,5,4,2.033098,.2123211,.072346002,.011424065,1965,.18164253,.15745389,.28332731,-.48757941,-.95267576,-.38564262
a1147,Federal Trade Commission v. Colgate-Palmolive Co.,1,6320,1320,380 U.S. 374,8,7,2,1.4691279,.1786592,.1183507,.012353599,1965,.23446894,.17917162,-.13977715,-.74393404,-.54501128,-.47624081
a115,Babb v. Wilkie,1,4680,2259,140 S. Ct. 1168,2,8,1,1.0940746,.2599813,.084515899,.0079158545,2020,.25655156,.1821751,-.42115152,-.12461969,-.37459832,-.30678985
a1151,National Labor Relations Board v. Metropolitan Life Insurance,1,1867,103,380 U.S. 438,7,8,1,2.3898923,.62301952,.35965079,.074065506,1965,.68226802,.66963643,.55100334,2.6401241,2.9106808,2.033936
a1153,Dombrowski v. Pfister,1,5312,1481,380 U.S. 479,3,5,2,1.3556963,.36753181,.084719241,.0090899467,1965,.27615035,.24086225,-.22487636,.69443893,-.22335337,.082069732
a1154,American Committee for Protection of Foreign Born v. Subversive Activities Control Board,1,814,1681,380 U.S. 503,3,5,3,.9750042,.3710494,.13824266,.013064623,1965,.2690134,.24156475,-.51048112,.72122747,-.27842957,-.022561073
a1154,American Committee for Protection of Foreign Born v. Subversive Activities Control Board,2,814,398,380 U.S. 503,3,5,3,1.9469451,.58615392,.31379351,.025496364,1965,.54567063,.49558783,.21869324,2.3593717,1.8565506,1.4782052
a1155,Veterans of Abraham Lincoln Brigade v. Subversive Activities Control Board,1,189,925,380 U.S. 513,3,5,3,5.7966294,.40180135,.19439274,.042961657,1965,.33070034,.31580031,3.1068227,.95542115,.19761214,1.419952
a1156,Commissioner v. Brown,1,5015,3296,380 U.S. 563,12,6,3,.69891393,.13756716,.05934095,.006071806,1965,.23325622,.15761697,-.71761096,-1.0568734,-.55436987,-.77628475
a1158,Griffin v. California,1,2071,2231,380 U.S. 609,1,6,2,1.0688564,.28782719,.059026059,.0071223974,1965,.19663709,.13466775,-.44007087,.087442704,-.83696181,-.39653
a1159,Paragon Jewel Coal Co. v. Commissioner,1,4426,3523,380 U.S. 624,12,7,2,.53520191,.1187936,.038985498,.003821373,1965,.18611485,.11125553,-.84043181,-1.1998448,-.91816264,-.98614645
a116,Kansas v. Glover,1,4346,2762,140 S. Ct. 1183,1,8,1,1.1941959,.21660334,.04660726,.0059459209,2020,.16121596,.11646974,-.34603804,-.45496774,-1.1103088,-.63710487
a1160,"Brotherhood of Railway & Steamship Clerks, Freight Handlers, Express & Station Employees v. Association for the Benefit of Non-Contract Employees",1,6657,1596,380 U.S. 650,9,8,1,1.0858582,.24010959,.0800291,.0063527226,1965,.22301716,.17570937,-.42731565,-.27595416,-.6333853,-.44555169
a1162,Zemel v. Rusk,1,5514,973,381 U.S. 1,3,6,3,1.4900357,.36062056,.1274171,.01405251,1965,.41962677,.25059026,-.12409163,.64180583,.88386267,.46719229
a1162,Zemel v. Rusk,2,5514,1333,381 U.S. 1,3,6,3,1.875807,.28122619,.1163588,.015886188,1965,.30520737,.23483342,.16532372,.037172265,.00088141859,.067792468
a1162,Zemel v. Rusk,3,5514,4437,381 U.S. 1,3,6,3,1.1186453,.14550066,.057767998,.0058879852,1965,.27236426,.15080827,-.40271795,-.99645531,-.25257084,-.55058134
a1163,Simons v. Miami Beach First National Bank,1,1656,251,381 U.S. 81,11,7,2,2.6053441,.32059735,.1704565,.024878621,1965,.38988501,.41733718,.71264064,.33700621,.65434372,.56799686
a1163,Simons v. Miami Beach First National Bank,2,1656,208,381 U.S. 81,11,7,2,2.0764279,.32823309,.1880634,.02464509,1965,.43863827,.43686295,.31583452,.39515677,1.0305755,.5805223
a1164,Federal Power Commission v. Union Electric Co.,1,7400,3432,381 U.S. 90,8,6,3,.30922356,.12689424,.0451742,.0084210038,1965,.16380221,.15882635,-1.0099664,-1.1381539,-1.0903506,-1.0794903
a1165,Holt v. Virginia,1,1952,119,381 U.S. 131,4,8,1,5.7318902,.58080721,.261345,.049115717,1965,.57868361,.50286353,3.0582538,2.3186533,2.1113138,2.4960737
a1166,United States v. California,1,12510,11189,381 U.S. 139,10,5,2,.13601147,.1156585,.033727501,.0040308833,1965,.17872071,.900011,-1.1399144,-1.2237204,-.9752236,-1.1129528
a1169,Minnesota Mining & Manufacturing Co. v. New Jersey Wood Finishing Co.,1,3664,3517,381 U.S. 311,8,5,2,2.7078109,.38320389,.080932602,.014384389,1965,.30830473,.24935079,.78951383,.81379086,.024783893,.54269618
a1169,Minnesota Mining & Manufacturing Co. v. New Jersey Wood Finishing Co.,2,3664,151,381 U.S. 311,8,5,2,2.1540806,.48673713,.2243298,.042960942,1965,.47326934,.43462926,.37409151,1.6022558,1.2978256,1.091391
a117,Me. Cmty. Health Options v. United States,1,9484,3053,140 S. Ct. 1308,8,8,1,2.7558727,.30091447,.139313,.011060476,2020,.32461065,.93114144,.825571,.18710978,.15061767,.38776615
