case_key,case_name_abbreviation,dissent_ind,majority_word_count,dissent_word_count,officialcitation,issuearea,majvotes,minvotes,kldiv_score,d2v_cosdist_score,sbert_cosdist_score,legalbert_cosdist_score,year,voyage3_cosdist,voyagelaw_cosdist,z_kldiv,z_d2v,z_voyage3,composite_div
a2368,Taylor v. Louisiana,1,5297,1336,419 U.S. 522,2,8,1,2.625524,.3004069,.082824104,.011533856,1975,.25063866,.2282058,.72778016,.18324439,-.42022851,.16359869
a2369,Goss v. Lopez,1,6050,5015,419 U.S. 565,4,5,4,1.5635525,.2086463,.06094563,.0085258484,1975,.22200716,.17262971,-.068937458,-.51556516,-.64117956,-.40856072
a237,Schwartz v. Texas,1,1275,162,344 U.S. 199,1,8,1,3.8826251,.45743704,.25438744,.036108911,1952,.5139519,.54063261,1.6708888,1.3791188,1.6117753,1.5539277
a2370,"North Georgia Finishing, Inc. v. Di-Chem, Inc.",1,2282,1928,419 U.S. 601,2,6,3,3.2196982,.50642747,.20155716,.032254875,1975,.39777726,.27930993,1.1735444,1.7522089,.7152487,1.2136674
a238,Federal Trade Commission v. Minneapolis-Honeywell Regulator Co.,1,2008,1425,344 U.S. 206,9,7,2,1.7203648,.33124021,.089098804,.016926169,1952,.31568247,.23335356,.048707061,.41805765,.081718378,.1828277
a238,Federal Trade Commission v. Minneapolis-Honeywell Regulator Co.,2,2008,49,344 U.S. 206,9,7,2,1.7799324,.58864576,.37839365,.077504992,1952,.6156525,.64025807,.093396142,2.3783484,2.3966048,1.6227831
a239,United States v. Universal C. I. T. Credit Corp.,1,2571,423,344 U.S. 218,7,8,1,2.6728911,.3487303,.15366626,.02677834,1952,.28798234,.3144908,.76331615,.55125469,-.13204513,.39417523
a2405,Marshall v. Ohio,1,104,645,419 U.S. 1062,,,,.54333019,.49403673,.2259848,.070900559,1974,.46379828,.36429965,-.83433378,1.6578465,1.2247368,.68274981
a241,Public Service Commission v. Wycoff Co.,1,3200,655,344 U.S. 237,9,8,1,1.1220375,.40278259,.092528902,.009990871,1952,.27809459,.18317682,-.40017304,.96289384,-.20834953,.11812376
a2414,Daniel v. Louisiana,1,596,432,420 U.S. 31,1,8,1,5.4730763,.53267443,.27167237,.060077786,1975,.50068319,.44856787,2.8640852,1.9520946,1.5093799,2.1085198
a2415,Emporium Capwell Co. v. Western Addition Community Organization,1,7014,939,420 U.S. 50,7,8,1,1.0628849,.20755696,.05634445,.0075237751,1975,.27694571,.20921814,-.44455078,-.52386105,-.21721549,-.3952091
a2416,Harris County Commissioners Court v. Moore,1,3774,691,420 U.S. 77,9,8,1,.95788336,.32468289,.1300355,.01486665,1975,.29855072,.20559055,-.52332562,.36811996,-.050488316,-.068564661
a2418,Board of School Commissioners v. Jacobs,1,631,1503,420 U.S. 128,9,8,1,.62972498,.29750791,.1269065,.015449464,1975,.29737514,.21418655,-.7695182,.16116692,-.059560355,-.22263721
a2419,United States v. Bisceglia,1,2847,2649,420 U.S. 141,12,7,2,.95607954,.16056895,.039543152,.0064685345,1975,.23177516,.15300006,-.52467889,-.88170165,-.56579924,-.65739328
a242,King v. United States,1,6838,925,344 U.S. 254,9,6,3,.46741915,.25223887,.060040951,.010359287,1952,.26366627,.18809837,-.89128411,-.18358275,-.31969368,-.46485353
a2421,Antoine v. Washington,1,4231,2916,420 U.S. 194,2,7,2,1.0405537,.2476933,.0552685,.010676026,1975,.23936188,.19089299,-.46130425,-.21819988,-.5072521,-.39558542
a2422,United States v. ITT Continental Baking Co.,1,6470,2259,420 U.S. 223,8,5,4,2.0369468,.19714177,.074540399,.014425278,1975,.19806045,.13726115,.28621477,-.60317874,-.82597768,-.38098055
a2423,"National Labor Relations Board v. J. Weingarten, Inc.",1,5325,460,420 U.S. 251,7,6,3,3.6601193,.38612217,.1701071,.02450633,1975,.3528195,.39353299,1.5039594,.83601522,.36830705,.90276057
a2423,"National Labor Relations Board v. J. Weingarten, Inc.",2,5325,1966,420 U.S. 251,7,6,3,.4643026,.13300484,.057457268,.0059281588,1975,.23192883,.18798339,-.89362222,-1.0916182,-.56461346,-.84995127
a2424,Lefkowitz v. Newsome,1,3243,2919,420 U.S. 283,1,5,4,1.5589229,.2457338,.05207574,.0084182024,1975,.32408023,.20130175,-.07241071,-.2331226,.14652437,-.05300298
a2424,Lefkowitz v. Newsome,2,3243,256,420 U.S. 283,1,5,4,2.6030884,.38232481,.18074703,.024185538,1975,.41838461,.34018302,.71094835,.80709618,.87427688,.79744047
a2426,United States v. Wilson,1,6488,1123,420 U.S. 332,1,7,2,1.8505396,.34506273,.11566997,.011286736,1975,.20377117,.23227131,.14636742,.52332413,-.78190774,-.037405398
a2428,United States v. New Jersey State Lottery Commission,1,608,436,420 U.S. 371,9,7,1,2.6993873,.33396789,.1128217,.022405028,1975,.38849241,.24592423,.78319424,.43883055,.64359695,.62187392
a2429,DeCoteau v. District County Court for the Tenth Judicial District,1,10824,2575,420 U.S. 425,2,6,3,.3336851,.1638227,.049709901,.0081442595,1975,.22939581,.8842063,-.99161476,-.85692257,-.58416092,-.81089944
a243,Steele v. Bulova Watch Co.,1,2881,868,344 U.S. 280,8,6,2,2.6343815,.28784347,.14132726,.014475226,1952,.26159072,.17747885,.73442525,.087566629,-.33571085,.16209367
a2430,Cox Broadcasting Corp. v. Cohn,1,8947,3692,420 U.S. 469,3,8,1,3.0354521,.49320173,.099205598,.0097951889,1975,.41308826,.21274954,1.0353185,1.6514874,.8334046,1.1734035
a2431,Estelle v. Dorrough,1,2712,1032,420 U.S. 534,1,5,4,1.1532531,.22961766,.067660101,.0098958611,1975,.26296121,.21633577,-.37675434,-.35585627,-.32513472,-.35258177
a2432,"Southeastern Promotions, Ltd. v. Conrad",1,5080,467,420 U.S. 546,3,6,3,2.5497437,.43058646,.28406835,.030000329,1975,.30689949,.28902888,.67092782,1.1746362,.01393958,.61983454
a2432,"Southeastern Promotions, Ltd. v. Conrad",2,5080,2010,420 U.S. 546,3,6,3,2.7482307,.26740491,.18824621,.018306613,1975,.27345818,.17231125,.81983775,-.06808465,-.24412894,.16920805
a2432,"Southeastern Promotions, Ltd. v. Conrad",3,5080,1336,420 U.S. 546,3,6,3,2.0177677,.25138164,.078561299,.007832408,1975,.3179121,.1949544,.27182612,-.19011109,.09892457,.060213201
a2433,Burns v. Alcala,1,3293,1336,420 U.S. 575,2,7,1,1.1961739,.22355926,.053229898,.0094882846,1975,.27188802,.14627212,-.34455407,-.40199441,-.256246,-.33426481
a2434,"Huffman v. Pursue, Ltd.",1,6194,1798,420 U.S. 592,9,6,3,2.8907213,.49332047,.0913416,.012634635,1975,.34829772,.31381655,.92673779,1.6523917,.33341214,.97084719
a2435,Reid v. Immigration & Naturalization Service,1,3660,1152,420 U.S. 619,2,6,2,.3862626,.17006411,.043916799,.0097361803,1975,.24262577,.16704291,-.95216978,-.8093906,-.48206449,-.74787498
a2437,Austin v. New Hampshire,1,3650,678,420 U.S. 656,8,7,1,1.2273751,.35023749,.14812221,.018501759,1975,.33111751,.26917517,-.3211461,.56273282,.20083149,.14747274
a2438,United States v. Feola,1,8079,5572,420 U.S. 671,1,7,2,.98577231,.24475783,.057838298,.0042167902,1975,.29156643,.19678581,-.5024026,-.24055515,-.10438652,-.28244808
a2439,Oregon v. Hass,1,3061,595,420 U.S. 714,1,6,2,.98069042,.33801821,.17826843,.021090865,1975,.33576065,.34769696,-.50621516,.46967602,.23666289,.066707917
a2439,Oregon v. Hass,2,3061,1230,420 U.S. 714,1,6,2,3.4161716,.51608348,.1665937,.01910156,1975,.49663037,.35951596,1.3209437,1.825745,1.478104,1.5415976
a2441,Iannelli v. United States,1,6720,2075,420 U.S. 770,1,5,4,.90157491,.24050546,.064817548,.0046729445,1975,.24662036,.19201279,-.56556958,-.27293941,-.45123804,-.42991567
a2441,Iannelli v. United States,2,6720,110,420 U.S. 770,1,5,4,.602238,.45370936,.33153999,.039880514,1975,.55891383,.45482451,-.79013962,1.3507304,1.9587491,.83977997
a2442,"MTM, Inc. v. Baxley",1,1683,823,420 U.S. 799,9,8,1,1.5842301,.56463176,.1860774,.027143836,1975,.45998663,.34084004,-.05342463,2.1954679,1.195322,1.1124551
a2449,Stanton v. Stanton,1,3187,817,421 U.S. 7,2,8,1,1.0511315,.3242898,.1162169,.015076756,1975,.36633497,.22411233,-.45336851,.36512631,.47260675,.12812151
a245,Pennsylvania Railroad v. O'Rourke,1,2568,426,344 U.S. 334,8,5,4,.62190306,.29565811,.1745297,.027181029,1953,.23266888,.22502732,-.77538639,.14707963,-.55890244,-.3957364
a2451,Colonial Pipeline Co. v. Traigle,1,4431,240,421 U.S. 100,8,7,1,1.7823423,.29185551,.1467326,.018381834,1975,.34234923,.30953985,.095204137,.11812067,.28750736,.16694406
a2452,Johnson v. Mississippi,1,4636,3622,421 U.S. 213,9,6,2,1.1848311,.1678157,.053740859,.0068061352,1975,.18670303,.095945537,-.3530637,-.82651353,-.91362363,-.69773364
a2453,Alyeska Pipeline Service Co. v. Wilderness Society,1,11666,136,421 U.S. 240,6,5,2,1.8584448,.41512257,.17797923,.038473785,1975,.42240202,.92312789,.15229814,1.0568699,.90527946,.7048158
a2453,Alyeska Pipeline Service Co. v. Wilderness Society,2,11666,5224,421 U.S. 240,6,5,2,1.4504718,.19409201,.040964399,.011024356,1975,.19313622,.83916122,-.15377346,-.6264044,-.86397833,-.54805207
a2454,Hill v. Stone,1,3734,1781,421 U.S. 289,2,5,3,.82972074,.2056824,.047475342,.0057471395,1975,.28307062,.12505919,-.61947638,-.53813696,-.16994917,-.44252083
a2455,United States v. Wilson,1,3152,2511,421 U.S. 309,1,6,3,.59069687,.1311461,.024374301,.0055012703,1975,.1248917,.089104116,-.79879808,-1.1057734,-1.3906252,-1.0983989
a2456,Van Lare v. Hurley,1,2660,105,421 U.S. 338,2,8,1,2.9704282,.4733021,.3422344,.054255426,1975,.51807034,.52980489,.98653591,1.4999403,1.6435575,1.3766779
a2458,Ellis v. Dyson,1,2732,5256,421 U.S. 426,9,6,3,2.257556,.22112849,.042311899,.0063341856,1975,.1726951,.15436852,.45172131,-.42050609,-1.0217236,-.33016947
a246,"National Labor Relations Board v. Seven-Up Bottling Co. of Miami, Inc.",1,2390,365,344 U.S. 344,7,8,1,1.8046757,.29272971,.18954575,.026896,1953,.36637866,.33817017,.1119592,.12477814,.4729439,.2365604
a246,"National Labor Relations Board v. Seven-Up Bottling Co. of Miami, Inc.",2,2390,937,344 U.S. 344,7,8,1,1.6697667,.32638639,.088110097,.0080127716,1953,.37290382,.28475165,.010747067,.38109308,.52329892,.30504635
a2460,Eastland v. United States Servicemen's Fund,1,6268,181,421 U.S. 491,3,8,1,3.9586828,.4979558,.27522761,.028232157,1975,.65614676,.54404473,1.7279491,1.6876923,2.7091014,2.0415809
a2461,Fry v. United States,1,1694,3379,421 U.S. 542,10,7,1,3.7394776,.38771069,.11849856,.017098427,1975,.35492146,.22592926,1.563496,.8481127,.38452798,.93204558
a2463,Connell Construction Co. v. Plumbers & Steamfitters Local Union No. 100,1,5955,229,421 U.S. 616,7,5,4,.55982447,.30835259,.1292315,.019062638,1975,.37829,.35362786,-.82195932,.24375534,.56486434,-.0044465461
a2463,Connell Construction Co. v. Plumbers & Steamfitters Local Union No. 100,2,5955,5487,421 U.S. 616,7,5,4,.14114851,.16267204,.054195501,.0061363578,1975,.29405308,.1851995,-1.1360605,-.8656854,-.085196927,-.6956476
a2465,United States v. Park,1,5987,1710,421 U.S. 658,8,6,3,3.194747,.26496565,.1200144,.013735652,1975,.30736876,.23235619,1.1548254,-.086661011,.017560944,.36190847
a2467,Blue Chip Stamps v. Manor Drug Stores,1,9953,3119,421 U.S. 723,8,6,3,1.9395758,.16979253,.037588701,.0066215396,1975,.21910977,.16918588,.21316463,-.81145883,-.66353881,-.42061099
a2468,Murphy v. Florida,1,2713,1313,421 U.S. 794,1,8,1,2.4163127,.17698187,.111024,.016297042,1975,.29449105,.2345261,.57082456,-.75670791,-.081817046,-.089233465
a2469,Bigelow v. Virginia,1,5675,2194,421 U.S. 809,3,7,2,1.8613579,.21214825,.058917642,.0073745251,1975,.21917647,.19040716,.15448363,-.48889577,-.66302413,-.33247876
a2470,"United Housing Foundation, Inc. v. Forman",1,6500,2801,421 U.S. 837,8,6,3,1.9862437,.15187854,.039790899,.0047979951,1975,.27128667,.13242561,.24817607,-.94788414,-.26088667,-.32019824
a248,South Buffalo Railway Co. v. Ahern,1,1693,488,344 U.S. 367,10,8,1,2.9130263,.39705789,.19062114,.021697521,1953,.42952985,.35663718,.94347155,.91929698,.96028531,.94101793
a2482,Rondeau v. Mosinee Paper Corp.,1,4665,173,422 U.S. 49,8,6,3,3.4191611,.33378279,.22217035,.032251835,1975,.36941558,.37045151,1.3231865,.4374209,.49637997,.75232911
a2483,United States v. Citizens & Southern National Bank,1,12616,6288,422 U.S. 86,8,6,3,.75985312,.14314616,.038820598,.0061916113,1975,.14542681,.91040015,-.67189282,-1.0143862,-1.2321546,-.97281122
a2484,Twentieth Century Music Corp. v. Aiken,1,3882,914,422 U.S. 151,8,7,2,2.872046,.19507515,.096425347,.018839717,1975,.32272643,.25263327,.91272712,-.61891717,.13607702,.14329566
a2486,Erznoznik v. City of Jacksonville,1,3769,1626,422 U.S. 205,3,6,3,.37210643,.186772,.041014899,.0050009489,1975,.25976855,.16509604,-.96279007,-.68215042,-.34977269,-.66490442
a2486,Erznoznik v. City of Jacksonville,2,3769,210,422 U.S. 205,3,6,3,1.6212862,.25731766,.15649253,.027688265,1975,.35316634,.37235457,-.025624225,-.14490485,.37098363,.066818185
a2489,United States v. American Building Maintenance Industries,1,4181,141,422 U.S. 271,8,6,3,1.3480546,.42011589,.20872711,.034811139,1975,.41011828,.38460231,-.23060933,1.0948968,.81048512,.55825752
a2489,United States v. American Building Maintenance Industries,2,4181,277,422 U.S. 271,8,6,3,1.2273225,.39945781,.14781314,.02035892,1975,.38031954,.32759726,-.32118565,.93757379,.58052641,.39897153
a249,Federal Trade Commission v. Motion Picture Advertising Service Co.,1,1668,2802,344 U.S. 392,8,7,2,1.703043,.31728256,.081243798,.012167454,1953,.2565757,.16044605,.035711795,.31176215,-.37441203,-.0089793606
a2490,Aberdeen & Rockfish Railroad v. Students Challenging Regulatory Agency Procedures,1,10733,1085,422 U.S. 289,8,7,1,1.9384004,.2569325,.1253397,.011355877,1975,.349024,.23237705,.21228281,-.1478381,.33901691,.13448721
a2491,Hicks v. Miranda,1,5999,1547,422 U.S. 332,9,5,4,2.9585652,.54466254,.13132954,.017129123,1975,.48007405,.38278276,.97763598,2.043391,1.3503379,1.4571216
a2492,City of Richmond v. United States,1,5852,3261,422 U.S. 358,2,5,3,.41733825,.15705466,.0390605,.006313324,1975,.17535096,.10058266,-.92885607,-.90846497,-1.0012281,-.94618303
a2495,Muniz v. Hoffman,1,7587,1091,422 U.S. 454,1,5,4,.60447377,.35625839,.072969101,.011904001,1975,.24217618,.19131202,-.78846228,.60858548,-.48553404,-.22180362
a2495,Muniz v. Hoffman,2,7587,2784,422 U.S. 454,1,5,4,.30638501,.1646354,.047439002,.0048681498,1975,.23710203,.13705528,-1.0120959,-.85073328,-.52469152,-.79584026
a2496,Warth v. Seldin,1,8049,487,422 U.S. 490,9,5,4,1.8936524,.57808965,.22199699,.029859185,1975,.35606164,.27595264,.17871177,2.2979574,.39332679,.95666534
a2496,Warth v. Seldin,2,8049,3523,422 U.S. 490,9,5,4,.65766424,.17601749,.0356698,.0063042641,1975,.16391581,.10714734,-.74855751,-.76405215,-1.0894738,-.86736119
a2497,United States v. Peltier,1,3556,129,422 U.S. 531,1,5,4,1.7811824,.52185947,.17474294,.03122896,1975,.37503225,.3335402,.094333947,1.8697325,.53972411,.83459687
a2497,United States v. Peltier,2,3556,6201,422 U.S. 531,1,5,4,1.0968864,.27188826,.0401721,.0070412755,1975,.18516684,.14976823,-.41904205,-.033941429,-.92547846,-.45948732
a250,"Stone v. New York, Chicago & St. Louis Railroad",1,811,1074,344 U.S. 407,8,6,3,3.9857357,.54245287,.22292763,.043321371,1953,.39244968,.42338353,1.7482449,2.0265629,.67413545,1.4829811
a2500,Ivan Allen Co. v. United States,1,5689,5452,422 U.S. 617,12,6,3,.40444025,.17131734,.053218499,.0072848797,1975,.26010799,.1958043,-.93853247,-.79984653,-.34715313,-.69517738
a2502,"United States v. National Association of Securities Dealers, Inc.",1,12286,3672,422 U.S. 694,8,5,4,2.4933519,.31295663,.1286322,.012411714,1975,.31436688,.9395237,.62862134,.27881777,.071565859,.32633498
a2503,Weinberger v. Salfi,1,10473,143,422 U.S. 749,2,6,3,1.7918789,.48151183,.31154051,.038548291,1975,.50819564,.49592072,.10235875,1.5624621,1.5673538,1.0773915
a2503,Weinberger v. Salfi,2,10473,6356,422 U.S. 749,2,6,3,.64752382,.2141476,.059198439,.0059687495,1975,.21725857,.12471867,-.75616509,-.47366962,-.67782468,-.63588643
a2504,Faretta v. California,1,10503,3130,422 U.S. 806,1,6,3,1.0815325,.20809615,.057810601,.011525929,1975,.28483808,.80136502,-.43056095,-.51975489,-.1563096,-.36887515
a2504,Faretta v. California,2,10503,1996,422 U.S. 806,1,6,3,.95534927,.2162492,.049307469,.010550022,1975,.25358582,.82177991,-.52522671,-.45766473,-.39748517,-.46012554
a2505,Herring v. New York,1,4016,2414,422 U.S. 853,1,6,3,1.0374986,.28034779,.0797984,.014855027,1975,.34179151,.20140773,-.46359625,.030482795,.28320336,-.049970031
a251,Brock v. North Carolina,1,1106,3774,344 U.S. 424,1,6,2,.36412975,.20252335,.058426861,.010412395,1953,.17606628,.15965527,-.96877438,-.56219488,-.99570799,-.84222573
a251,Brock v. North Carolina,2,1106,735,344 U.S. 424,1,6,2,1.7860253,.45029163,.2540862,.040999651,1953,.45042604,.51189256,.097967193,1.3247024,1.1215425,.84807068
a2518,Boehning v. Indiana State Employees Ass'n,1,700,75,423 U.S. 6,9,8,1,5.3856826,.47540325,.39471304,.070001483,1975,.658131,.73116791,2.7985201,1.5159417,2.7244139,2.346292
a252,Brown v. Allen,1,28113,1780,344 U.S. 443,1,6,3,1.3662621,.29792523,.048408151,.0067054033,1953,.35533738,.85258907,-.21694967,.16434506,.38773766,.11171102
a2520,Rose v. Hodges,1,889,1394,423 U.S. 19,1,6,3,1.2766014,.29420614,.064350657,.0099605322,1975,.28431684,.17983043,-.28421533,.13602205,-.16033207,-.10284179
a2521,Rose v. Locke,1,1546,1695,423 U.S. 48,4,5,3,1.276795,.17847085,.045377549,.0072187781,1975,.21663523,.13161153,-.28407007,-.74536848,-.68263507,-.57069123
a2521,Rose v. Locke,2,1546,314,423 U.S. 48,4,5,3,2.7801559,.32271254,.18155324,.019143462,1975,.35642087,.34477276,.84378886,.3531146,.39609903,.53100085
a2523,Texas v. White,1,475,1161,423 U.S. 67,1,6,2,1.4626118,.4791545,.2137233,.027709126,1975,.45034623,.36091101,-.1446657,1.5445096,1.1209266,.84025687
a2525,Michigan v. Mosley,1,3351,3148,423 U.S. 96,1,6,2,.77726525,.1645844,.043817401,.010756254,1975,.29507875,.14818972,-.65882981,-.85112172,-.077281721,-.52907777
a2526,Laing v. United States,1,7706,7533,423 U.S. 161,4,5,3,.2759628,.091317102,.02264845,.0031704307,1976,.15266627,.10985273,-1.0349195,-1.4090941,-1.1762873,-1.206767
a2527,Barrett v. United States,1,3969,1189,423 U.S. 212,1,6,2,1.1132959,.25517511,.082819939,.005849123,1976,.27466476,.1878832,-.40673122,-.16122158,-.23481773,-.26759017
a253,United States ex rel. Smith v. Baldi,1,2493,1087,344 U.S. 561,1,6,3,1.6684515,.35594857,.1216293,.015491605,1953,.37865138,.2052111,.0097604338,.60622597,.56765318,.39454654
a2530,"Thermtron Products, Inc. v. Hermansdorfer",1,5799,2409,423 U.S. 336,9,5,3,.99973351,.28271219,.068495996,.018828988,1976,.30195969,.20672613,-.49192858,.048489034,-.024181107,-.15587355
a2531,Rizzo v. Goode,1,4894,2052,423 U.S. 362,9,5,3,1.950527,.2362968,.038606402,.0077387691,1976,.25374579,.15366894,.22138046,-.30499074,-.39625061,-.15995362
a2532,United States v. Watson,1,4335,7986,423 U.S. 411,1,6,2,1.7398696,.2461586,.0422589,.0079113841,1976,.2260173,.16930217,.063340038,-.2298875,-.61023307,-.25892684
a2534,Ratner v. United States,1,134,446,423 U.S. 898,,,,.24209028,.3520782,.34254557,.053190589,1975,.43091977,.39950162,-1.0603315,.57675087,.9710114,.16247694
a2535,Sandquist v. California,1,139,473,423 U.S. 900,,,,.21782649,.38158,.26230717,.055840015,1975,.41173726,.35891956,-1.0785347,.80142397,.82297885,.18195604
a254,City of Chicago v. Willett Co.,1,1926,297,344 U.S. 574,8,8,1,2.4875305,.3031128,.098762102,.012738466,1953,.37405825,.34237128,.62425393,.20385139,.53220767,.45343766
a2549,Alamo Land & Cattle Co. v. Arizona,1,5286,1896,424 U.S. 295,4,6,2,.97133332,.24264604,.063564539,.0073082447,1976,.29174149,.19780254,-.51323509,-.25663766,-.10303558,-.29096943
a255,Bode v. Barrett,1,882,888,344 U.S. 583,8,6,2,1.8539854,.27291489,.1215223,.017708182,1953,.4162401,.26661652,.14895259,-.026123052,.85772753,.32685235
a2552,"Time, Inc. v. Firestone",1,4246,3522,424 U.S. 448,3,6,2,.47698796,.2240788,.072669603,.010531008,1976,.25581056,.17413259,-.88410532,-.39803779,-.3803167,-.55415326
a2552,"Time, Inc. v. Firestone",2,4246,894,424 U.S. 448,3,6,2,.44665882,.34890616,.066009201,.017953396,1976,.33843446,.20939922,-.90685904,.55259401,.2572968,-.032322746
a2552,"Time, Inc. v. Firestone",3,4246,2724,424 U.S. 448,3,6,2,.29647854,.1817634,.082156897,.0085932612,1976,.2399981,.16541123,-1.019528,-.72029382,-.50234234,-.74738806
a2554,Hudgens v. National Labor Relations Board,1,4558,5352,424 U.S. 507,3,6,2,.36147946,.1389187,.044407248,.0070985556,1976,.21287483,.13841617,-.97076273,-1.0465808,-.71165425,-.90966594
a2556,"Hines v. Anchor Motor Freight, Inc.",1,5150,894,424 U.S. 554,7,6,2,1.3931861,.19771314,.095390797,.0075985193,1976,.28443563,.2704035,-.1967506,-.59882742,-.15941533,-.31833112
a2557,Ristaino v. Ross,1,2944,149,424 U.S. 589,1,6,2,3.697274,.50438833,.27354515,.049783945,1976,.6626265,.55091166,1.5318338,1.7366798,2.7591059,2.0092065
a2559,Commissioner v. Shapiro,1,6116,399,424 U.S. 614,4,6,2,3.0445938,.45255655,.2173281,.042799115,1976,.54132289,.37734383,1.0421767,1.341951,1.8229988,1.4023755
a256,Lutwak v. United States,1,4622,1193,344 U.S. 604,1,6,3,1.1064036,.19363546,.14457315,.014407873,1953,.24245816,.25477421,-.41190201,-.62988126,-.48335791,-.50838041
a2561,Bucolo v. Adkins,1,798,108,424 U.S. 641,9,7,2,2.8944068,.53360313,.44645923,.054509759,1976,.57510579,.68105805,.92950273,1.9591672,2.0837035,1.6574578
a2566,Colorado River Water Conservation District v. United States,1,5732,340,424 U.S. 800,9,6,3,1.1937748,.32831681,.12366056,.024651587,1976,.40704197,.29741174,-.34635392,.3957943,.78674501,.27872846
a2567,Greer v. Spock,1,3548,235,424 U.S. 828,3,6,2,5.0811982,.47361684,.2446668,.041472554,1976,.57694566,.47289532,2.5700884,1.5023372,2.0979018,2.0567758
a2573,Abbott Laboratories v. Portland Retail Druggists Ass'n,1,5513,263,425 U.S. 1,8,6,2,2.5796149,.27751541,.13582253,.016202867,1976,.36891824,.31214726,.69333798,.0089125782,.49254194,.39826417
a2574,Middendorf v. Henry,1,6713,29,425 U.S. 25,1,5,3,4.0021505,.60856062,.36703801,.095156431,1976,.44624853,.45816129,1.7605598,2.5300114,1.0893043,1.7932918
a2574,Middendorf v. Henry,2,6713,6858,425 U.S. 25,1,5,3,.40172127,.10783684,.0222799,.004688561,1976,.23667157,.10931236,-.94057232,-1.2832869,-.52801341,-.91729087
a2577,Beer v. United States,1,3927,612,425 U.S. 130,2,5,3,.4260003,.20259655,.081635237,.018328369,1976,.27355039,.2132414,-.92235756,-.56163746,-.24341737,-.57580411
a2577,Beer v. United States,2,3927,6259,425 U.S. 130,2,5,3,.49277449,.144529,.037826601,.0098737478,1976,.20142221,.10593653,-.87226188,-1.0038551,-.80003476,-.89205056
a2578,United States v. United Continental Tuna Corp.,1,5292,779,425 U.S. 164,8,7,1,.35124853,.2239459,.079123557,.013686478,1976,.31014526,.18003774,-.9784382,-.39904991,.038987387,-.4461669
a2579,Ernst & Ernst v. Hochfelder,1,9888,936,425 U.S. 185,8,6,2,1.6592953,.22215325,.072416998,.0099008083,1976,.23451942,.96030062,.0028912027,-.41270199,-.54462165,-.31814414
a2580,Kelley v. Johnson,1,3269,2299,425 U.S. 238,3,6,2,2.3592453,.29465216,.086873651,.0095282793,1976,.22424912,.14592344,.5280112,.13941877,-.62387818,.014517263
a2581,Ohio v. Gallagher,1,838,258,425 U.S. 257,9,5,3,4.6537566,.35134971,.18537307,.023821115,1976,.33088958,.32789594,2.2494109,.57120305,.19907255,1.0065621
a2585,Beckwith v. United States,1,2124,733,425 U.S. 341,1,7,1,.6464929,.22407746,.102368,.013296366,1976,.20613623,.19210815,-.75693852,-.39804798,-.76365644,-.63954765
a2586,Department of the Air Force v. Rose,1,8654,1089,425 U.S. 352,5,5,3,.7712543,.25680909,.1301855,.017140627,1976,.290847,.20837945,-.66333938,-.14877795,-.10993839,-.30735192
a2586,Department of the Air Force v. Rose,2,8654,1131,425 U.S. 352,5,5,3,.78338385,.23617184,.097701997,.017837048,1976,.15895218,.16377515,-.65423948,-.30594239,-1.1277785,-.69598681
a2586,Department of the Air Force v. Rose,3,8654,230,425 U.S. 352,5,5,3,1.0776968,.48465011,.20094603,.024798572,1976,.43510246,.3605243,-.43343854,1.5863619,1.0032895,.7187376
a2588,United States v. Miller,1,3183,2447,425 U.S. 435,1,7,2,1.975999,.25809869,.048323151,.0065047741,1976,.39347965,.29691947,.24049023,-.13895686,.68208379,.26120573
a2588,United States v. Miller,2,3183,396,425 U.S. 435,1,7,2,2.008729,.32580847,.13830185,.023291826,1976,.37164527,.37883949,.26504508,.37669185,.51358664,.38510785
a259,United States v. Kahriger,1,3768,972,345 U.S. 22,1,6,3,2.3379662,.42273799,.12226486,.018046975,1953,.37531042,.30130661,.51204705,1.1148657,.54187077,.72292781
a2590,Hampton v. United States,1,1724,1480,425 U.S. 484,1,5,3,3.3130322,.24099331,.086272702,.015682757,1976,.24889243,.26797676,1.2435659,-.26922417,-.43370435,.18021247
a2591,Estelle v. Williams,1,3505,2843,425 U.S. 501,1,6,2,1.2016064,.19116604,.066804603,.011889935,1976,.24258375,.16620803,-.34047848,-.6486873,-.48238876,-.49051818
a2592,Francis v. Henderson,1,1814,5243,425 U.S. 536,1,6,1,.50361454,.231213,.052174151,.0079054832,1976,.22194827,.15161783,-.86412942,-.34370676,-.64163399,-.61649007
a2594,Hynes v. Mayor of Oradell,1,3877,1810,425 U.S. 610,3,7,1,1.9643142,.25410649,.097102761,.014240563,1976,.20991564,.16120541,.23172401,-.16935974,-.73449051,-.22404209
a2598,Connor v. Coleman,1,1302,332,425 U.S. 675,9,8,1,5.6054654,.61598933,.2433591,.047455549,1976,.58166271,.55764151,2.9634068,2.5865853,2.1343036,2.5614319
a2599,"Alfred Dunhill of London, Inc. v. Republic of Cuba",1,10138,7346,425 U.S. 682,9,5,4,.25620645,.092867702,.028213739,.0034561753,1976,.16982484,.095535994,-1.0497411,-1.3972855,-1.0438735,-1.1636333
a26,Mata v. Lynch,1,2362,710,135 S. Ct. 2150,9,8,1,.51891476,.28154671,.10051095,.013032138,2015,.37280774,.25053698,-.85265082,.039613239,.52255744,-.096826717
